unique_id,ds,y,MetaARIMA,AutoARIMA,SeasonalNaive,TimesFM
T000050,2006-07-31,6259.0,7311.633200656887,7381.616486395609,7906.0,7030.6426
T000050,2006-08-31,7284.0,7374.963184961583,7366.826773282642,7708.0,6689.0854
T000050,2006-09-30,7496.0,8207.990404703924,8180.572641885745,7772.0,7506.104
T000050,2006-10-31,10387.0,11407.004465010974,11352.108027804165,11454.0,11620.9
T000050,2006-11-30,9718.0,9817.96910234537,9760.297128453058,9706.0,9460.836
T000050,2006-12-31,11253.0,10604.182488522576,10541.931663771631,10725.0,10925.701
T000050,2007-01-31,8449.0,8601.237931023195,8533.377951969138,8996.0,8002.702
T000050,2007-02-28,10205.0,10377.466731449462,10287.482522848997,9920.0,10512.918
T000050,2007-03-31,9766.0,9766.971178941838,9682.974885378948,9565.0,9583.74
T000050,2007-04-30,6221.0,7170.853225877294,7069.132309805369,7482.0,7622.8555
T000050,2007-05-31,4233.0,4544.292798624835,4421.44413815015,3912.0,4585.6357
T000050,2007-06-30,3900.0,4038.7645267422586,3917.159112266525,3672.0,4148.458
T000051,2006-07-31,24303.0,23968.287124331793,23723.97405407599,25101.0,21636.59
T000051,2006-08-31,17812.0,18896.97073346572,18319.254053296605,18981.0,17521.494
T000051,2006-09-30,17868.0,18864.156662016318,18107.6046398943,17557.0,17230.965
T000051,2006-10-31,23784.0,25219.663828587487,24113.11040267705,24173.0,25092.8
T000051,2006-11-30,26386.0,25227.68773592644,23827.645962273626,23879.0,24417.432
T000051,2006-12-31,39273.0,36631.53365408717,35241.718850487516,37677.0,36787.984
T000051,2007-01-31,26907.0,25629.898497679722,23961.793252915206,25509.0,23879.031
T000051,2007-02-28,26150.0,26532.192645624746,24754.873773962838,25787.0,24433.941
T000051,2007-03-31,23600.0,21319.688704053948,19324.39659244725,19384.0,20057.607
T000051,2007-04-30,14758.0,15759.639073909404,13685.98795256128,14808.0,14126.248
T000051,2007-05-31,10222.0,11555.120302805712,9393.005321465536,10183.0,7908.4224
T000051,2007-06-30,13681.0,14394.41197709899,12213.222482964879,12717.0,11584.205
T000052,2006-07-31,14904.0,14976.018620640862,14713.827066383912,14609.0,13529.497
T000052,2006-08-31,10727.0,12275.33044653632,12038.40864624012,12220.0,11161.793
T000052,2006-09-30,8405.0,9227.674251120712,9132.153284636895,8488.0,9160.244
T000052,2006-10-31,8511.0,9408.32717466488,9140.036535073024,8410.0,9289.299
T000052,2006-11-30,10889.0,10222.774895417328,10073.280456848051,8961.0,10711.526
T000052,2006-12-31,21344.0,18292.86151334352,17960.91366937402,18286.0,19251.537
T000052,2007-01-31,14201.0,14021.260631341174,13687.585147168506,13350.0,14244.095
T000052,2007-02-28,10053.0,10658.287040501646,10107.802846301647,9686.0,10122.829
T000052,2007-03-31,11953.0,10506.2100670477,9971.424618587085,9637.0,9412.894
T000052,2007-04-30,11078.0,10304.41997501625,9876.064978919318,9986.0,9357.625
T000052,2007-05-31,8624.0,8181.611838041201,7652.136815999114,7455.0,7313.667
T000052,2007-06-30,9471.0,9290.919716295179,8701.707011644934,8720.0,8933.135
T000053,2006-07-31,229877.0,233460.37220756582,237812.6709622713,256823.0,234507.9
T000053,2006-08-31,215622.0,224771.09981390525,228345.23100175537,238750.0,233623.53
T000053,2006-09-30,218871.0,212783.8528835482,221092.3348372881,216117.0,207218.81
T000053,2006-10-31,252156.0,249460.70943686579,255691.89278292345,255578.0,240596.12
T000053,2006-11-30,267677.0,268322.44139851956,277878.611213333,254013.0,260462.95
T000053,2006-12-31,364653.0,330349.28385125345,337626.48218945996,336157.0,340727.78
T000053,2007-01-31,232401.0,241792.33861568483,247671.4422229357,257996.0,237954.58
T000053,2007-02-28,263832.0,258118.6036520278,255265.6914580437,240657.0,251957.28
T000053,2007-03-31,256449.0,261952.08625446734,261069.85185101145,249008.0,253266.78
T000053,2007-04-30,221801.0,225376.83477670635,229673.37428947244,227771.0,222515.02
T000053,2007-05-31,176279.0,186942.6236245794,191081.8281491619,172736.0,175374.72
T000053,2007-06-30,196470.0,206438.77843555555,208623.34497586766,189470.0,195183.28
T000054,2006-07-31,22318.0,24297.838557827243,24298.232571891003,25620.0,23177.97
T000054,2006-08-31,21609.0,21227.120336163818,21270.868496871088,21613.0,21464.67
T000054,2006-09-30,28139.0,26334.614221943993,26289.521633738324,28116.0,26657.299
T000054,2006-10-31,23172.0,24344.263246096278,24218.60886352367,23471.0,23076.814
T000054,2006-11-30,22578.0,22145.52020482334,22011.062814888195,21172.0,20318.627
T000054,2006-12-31,37393.0,35663.50779936018,35529.78996335665,37360.0,36336.543
T000054,2007-01-31,17977.0,17995.60633689938,17706.96896383581,17612.0,17074.428
T000054,2007-02-28,15778.0,16695.4048055331,16407.16179337757,14697.0,15168.229
T000054,2007-03-31,21570.0,23096.021346355785,22716.116418467736,21047.0,22208.516
T000054,2007-04-30,26507.0,27049.100203124126,26740.78912525717,26584.0,26187.377
T000054,2007-05-31,24477.0,21481.884265466295,21039.227225568033,20120.0,22090.006
T000054,2007-06-30,27140.0,24119.781533992333,23644.37820093113,23326.0,24750.17
T000055,2006-07-31,3155.0,2907.71255504345,2982.207770961115,3143.0,3053.8257
T000055,2006-08-31,2952.0,3009.1108057042875,2824.336013524159,2499.0,3109.6204
T000055,2006-09-30,3016.0,3094.8027286219803,3120.3145547327526,2882.0,2720.8162
T000055,2006-10-31,2551.0,2671.9596329165024,2534.4284447482505,1982.0,2421.0024
T000055,2006-11-30,2912.0,2422.7832319028093,2431.3407022396136,2488.0,2237.6738
T000055,2006-12-31,4380.0,4867.284752520707,4753.231843831911,4535.0,4849.9517
T000055,2007-01-31,2697.0,2933.805727362492,2924.3936406794373,2786.0,2843.4272
T000055,2007-02-28,2709.0,2756.5973254169653,2637.9822917145484,2260.0,2780.8206
T000055,2007-03-31,3609.0,3310.784237315574,3298.0464242563003,3233.0,3055.4788
T000055,2007-04-30,2583.0,2917.3510989768715,2811.793967286674,2564.0,2736.4004
T000055,2007-05-31,1508.0,1808.7019861047434,1779.3541862356058,1833.0,1873.0721
T000055,2007-06-30,1992.0,1906.1254929249103,1818.660653908739,2002.0,2023.078
T000056,2006-07-31,3753.0,3938.432080386442,3781.965398877638,3308.0,3913.881
T000056,2006-08-31,2813.0,3304.4252980155893,3314.3564276935917,2960.0,2873.292
T000056,2006-09-30,3101.0,3525.206214196326,3685.861304112338,2930.0,3084.059
T000056,2006-10-31,3168.0,3210.854312873997,3040.482639403742,2606.0,2885.1694
T000056,2006-11-30,2383.0,2935.7221932205625,2897.3203468240526,2574.0,2682.6655
T000056,2006-12-31,5013.0,5142.497777960399,5024.451573992263,5674.0,4439.2593
T000056,2007-01-31,2132.0,3037.34093422679,3104.437324309436,3141.0,2833.7407
T000056,2007-02-28,2839.0,3263.6856809079527,3101.541808230481,2566.0,2985.6294
T000056,2007-03-31,3026.0,3846.2272733947007,3894.5799969247637,3633.0,3224.8044
T000056,2007-04-30,3781.0,4066.397889860021,4078.2345333147205,4462.0,3480.8857
T000056,2007-05-31,2314.0,3180.2255228234826,3164.7076881220532,2656.0,2667.3047
T000056,2007-06-30,3322.0,4036.369142954816,4000.195042360171,3157.0,3303.4604
T000057,2006-07-31,2717.0,2585.683498256677,2523.560771042958,2545.0,2378.2734
T000057,2006-08-31,2085.0,2065.3416406516094,2006.053979297386,1955.0,2089.7183
T000057,2006-09-30,2394.0,2778.2987565475805,2677.0183997490794,3067.0,2705.2065
T000057,2006-10-31,2605.0,2810.895499696457,2804.278716681511,2766.0,2542.0754
T000057,2006-11-30,2996.0,2956.825959961254,2836.6382912597396,2791.0,3081.3777
T000057,2006-12-31,5318.0,4949.124452214319,4849.8143210115095,4635.0,5301.057
T000057,2007-01-31,1689.0,2066.3601644991204,2001.867059208999,2063.0,1919.1812
T000057,2007-02-28,3291.0,2700.9564186990365,2607.4424611790273,2385.0,2484.5525
T000057,2007-03-31,3271.0,3158.516809455134,3017.288511672842,2937.0,3132.0198
T000057,2007-04-30,2929.0,2985.606443216372,2862.967749885859,3193.0,2986.881
T000057,2007-05-31,2673.0,2809.806013102103,2721.081048987218,2305.0,2713.5598
T000057,2007-06-30,2947.0,3610.4158179595506,3485.5266163344945,3555.0,3642.8474
T000058,2006-07-31,1687.0,1986.655176934193,1939.6283422419833,2001.0,1995.7205
T000058,2006-08-31,2320.0,2074.271889301244,2060.241538714776,2347.0,2073.7993
T000058,2006-09-30,2222.0,2573.858816522054,2537.285231705612,2669.0,2695.779
T000058,2006-10-31,3018.0,2501.202828343049,2471.4133410199033,2575.0,2526.6335
T000058,2006-11-30,2780.0,3134.8284881993377,3098.8516648373206,2872.0,3142.0125
T000058,2006-12-31,4290.0,3889.5747077310402,3857.9892759360455,3821.0,4154.7817
T000058,2007-01-31,1453.0,1689.668299296932,1641.035397848824,1619.0,1836.1941
T000058,2007-02-28,2578.0,1963.8783772043648,1913.1440495028444,1750.0,2207.1272
T000058,2007-03-31,2717.0,2519.916516805918,2486.179093945568,2437.0,2636.4722
T000058,2007-04-30,2804.0,2749.6508647437736,2705.151190638688,2826.0,2900.471
T000058,2007-05-31,2513.0,2606.8452135966986,2565.789810521642,2291.0,2616.9346
T000058,2007-06-30,2145.0,1939.1562247988832,1889.9656578790873,1999.0,2184.6484
T000059,2006-07-31,745.0,1088.8370164574726,1208.5609636461297,1193.0,1176.1562
T000059,2006-08-31,1086.0,940.8326473915174,992.7329716207366,786.0,1122.5673
T000059,2006-09-30,1104.0,1103.6681973481927,1230.0881367000543,1276.0,1275.4059
T000059,2006-10-31,1727.0,1374.24630470486,1544.5961642272214,1933.0,1296.3551
T000059,2006-11-30,969.0,1068.5058654504776,1114.0361672398462,1002.0,1186.0647
T000059,2006-12-31,2073.0,1980.0413831122648,1605.8951859335857,2192.0,1789.2203
T000059,2007-01-31,721.0,815.9750485434938,1006.7502124486673,794.0,979.1121
T000059,2007-02-28,1200.0,1066.3615231821225,1236.7560816694943,1211.0,1047.0696
T000059,2007-03-31,1345.0,1159.0676987639695,1163.0156848185586,1138.0,1126.8002
T000059,2007-04-30,1019.0,1273.3285523901616,1358.907343491648,1447.0,1105.5377
T000059,2007-05-31,953.0,1083.890969634857,1096.4568174384249,955.0,996.55835
T000059,2007-06-30,1107.0,1223.7148642656448,1068.4674522588657,939.0,1131.0981
T000060,2006-07-31,1154.0,1198.8024651705223,910.5293543029522,1276.0,1036.5675
T000060,2006-08-31,956.0,772.5876244420873,839.9547799269029,936.0,721.0281
T000060,2006-09-30,689.0,690.2649215659862,669.8372522811886,715.0,672.66644
T000060,2006-10-31,751.0,808.1614580789632,781.7425132526009,855.0,793.31445
T000060,2006-11-30,471.0,679.4576263002504,752.4637372881863,635.0,676.8091
T000060,2006-12-31,770.0,873.786522192827,858.2797224255964,940.0,750.89734
T000060,2007-01-31,602.0,949.0430675426915,791.6047860774972,1105.0,748.5439
T000060,2007-02-28,1071.0,877.2993407114202,837.6321163440238,715.0,833.76074
T000060,2007-03-31,806.0,687.7266480666179,763.1664173024392,691.0,693.0007
T000060,2007-04-30,892.0,811.8194440645475,816.2515880865658,783.0,753.4616
T000060,2007-05-31,679.0,668.4188878901075,712.4318688524563,530.0,692.02045
T000060,2007-06-30,911.0,923.3016956761385,779.9332983113482,887.0,827.8392
T000061,2006-07-31,930.0,1043.6567847868273,1049.13364351979,1061.0,948.9292
T000061,2006-08-31,751.0,810.9319211214142,799.3120081462354,858.0,728.7996
T000061,2006-09-30,919.0,856.3607185758586,834.922066156504,794.0,951.8893
T000061,2006-10-31,1055.0,1152.5964906699376,1146.3075230164034,1240.0,1217.0543
T000061,2006-11-30,681.0,800.6114553346379,780.0967242403784,724.0,785.1611
T000061,2006-12-31,1691.0,1391.0408073190415,1395.2184269888842,1612.0,1444.923
T000061,2007-01-31,511.0,646.0293679279405,620.4453788859638,506.0,709.5718
T000061,2007-02-28,838.0,748.8384525277723,724.4686141236438,663.0,800.01215
T000061,2007-03-31,1406.0,1271.321328045008,1222.050533300173,987.0,1257.9531
T000061,2007-04-30,1834.0,1760.061716488175,1746.2220146719733,1847.0,1748.0962
T000061,2007-05-31,1120.0,921.5433694405699,891.8133600213371,799.0,1055.5818
T000061,2007-06-30,1223.0,826.5376375694098,800.3930182405131,757.0,985.2845
T000062,2006-07-31,2409.0,2352.9049921715105,2289.224049075255,2390.0,1992.647
T000062,2006-08-31,1570.0,1299.2117013624634,1226.6272318885324,1302.0,1336.4132
T000062,2006-09-30,2164.0,1715.3738351606692,1676.5249053546413,1783.0,1630.764
T000062,2006-10-31,1780.0,1460.3766104880121,1433.4010817531891,1481.0,1367.1598
T000062,2006-11-30,1710.0,1631.3448051295024,1576.233150824535,1563.0,1498.7533
T000062,2006-12-31,3106.0,3172.722384941681,3230.957652462843,3538.0,2871.3982
T000062,2007-01-31,2406.0,2555.1817113771654,2510.0646203969914,2646.0,2456.202
T000062,2007-02-28,1931.0,1890.9403602333755,1981.4020320329291,1728.0,1870.9872
T000062,2007-03-31,1756.0,1507.3086455357356,1521.6155408214345,1631.0,1366.7574
T000062,2007-04-30,1835.0,1451.0747752492198,1432.1281880938943,1556.0,1283.1537
T000062,2007-05-31,1493.0,1208.1813826858872,1256.0485391085733,1116.0,1342.519
T000062,2007-06-30,2185.0,1822.0218968021195,1840.5329389331275,1812.0,1696.7666
T000063,2006-07-31,3670.0,3334.97335858707,3108.3857572966285,3033.0,3014.846
T000063,2006-08-31,2925.0,2719.9031956990825,2709.988330497712,2407.0,2520.8706
T000063,2006-09-30,3525.0,3142.97316949914,2898.562103131985,2624.0,2739.604
T000063,2006-10-31,2860.0,2941.7239654443374,2940.9709758867402,2528.0,2706.683
T000063,2006-11-30,3040.0,2966.7817994789175,2716.9645478730345,2494.0,2714.1943
T000063,2006-12-31,4943.0,4496.246008293305,3730.5261648353508,4358.0,3384.263
T000063,2007-01-31,2039.0,3414.3795996792937,2857.9273685436287,3525.0,2708.0325
T000063,2007-02-28,4488.0,2890.1428639664405,3117.1368655426645,2073.0,2614.8413
T000063,2007-03-31,3371.0,3369.1203348006507,3054.572546801342,2958.0,2731.6567
T000063,2007-04-30,3420.0,3144.2879624285856,3026.5178698345594,2844.0,2413.7358
T000063,2007-05-31,2698.0,2583.976863129069,2665.4326136106547,2330.0,2290.4836
T000063,2007-06-30,3413.0,3290.5576939314674,2890.2594686699663,2993.0,2738.2148
T000064,2006-07-31,3408.0,3582.1504968331233,3801.0342844084134,2717.0,3427.5537
T000064,2006-08-31,3403.0,3550.9419544383027,3661.0652093840763,2559.0,3200.2454
T000064,2006-09-30,3914.0,3933.742259586353,3927.4981508965056,2986.0,3714.563
T000064,2006-10-31,3991.0,4361.519381256418,4281.4473870812035,3434.0,4024.924
T000064,2006-11-30,4320.0,4198.168607989961,4070.526700267087,2968.0,3729.3694
T000064,2006-12-31,7137.0,5926.742976735222,5756.551458697542,5455.0,6371.264
T000064,2007-01-31,2942.0,3547.7837705120505,3334.928148696046,2565.0,2864.3179
T000064,2007-02-28,3721.0,3927.0207098829146,3700.3456253411578,2870.0,3284.0652
T000064,2007-03-31,5027.0,4557.863455890298,4298.819147290916,3481.0,4192.448
T000064,2007-04-30,4860.0,5044.801438522385,4751.689756237682,4670.0,4584.3477
T000064,2007-05-31,4772.0,4572.8793010636555,4254.60338106311,4085.0,4167.59
T000064,2007-06-30,4382.0,4358.7044377721395,4009.513370587528,3821.0,3935.9153
T000065,2006-07-31,7588.0,7750.494638777294,7681.423741421001,7885.0,7948.871
T000065,2006-08-31,7328.0,7405.364598994209,7167.538061890399,7199.0,7085.451
T000065,2006-09-30,6195.0,6199.609380067602,6011.497966022101,5920.0,6704.112
T000065,2006-10-31,6274.0,6008.4618041027425,5808.429335532788,5711.0,6408.4375
T000065,2006-11-30,7658.0,7644.788835016467,7401.706158731023,7158.0,8207.977
T000065,2006-12-31,13865.0,14613.307203502989,14494.219809736484,15456.0,15895.281
T000065,2007-01-31,5259.0,6117.675973250266,5758.839171878079,4819.0,6614.964
T000065,2007-02-28,6452.0,7126.726015924429,6882.845793471032,7143.0,7070.7026
T000065,2007-03-31,8620.0,8924.609054256613,8662.420170603262,8799.0,9138.2705
T000065,2007-04-30,7894.0,8064.201736889799,7833.640036569659,8333.0,7873.8394
T000065,2007-05-31,6271.0,6657.7919603913315,6312.130522952084,5877.0,7225.46
T000065,2007-06-30,7944.0,8784.843196128537,8469.783841012657,8589.0,8992.845
T000066,2006-07-31,2491.0,2370.5166455906547,2332.889442275571,2151.0,2427.5737
T000066,2006-08-31,2226.0,1973.5069306690068,1855.1813923551779,1858.0,2044.4822
T000066,2006-09-30,2076.0,1899.9040531019834,1776.6194894718496,1705.0,2068.5938
T000066,2006-10-31,2534.0,2272.1565813617212,2132.058390212564,1998.0,2428.9517
T000066,2006-11-30,2841.0,2999.9738294696053,2872.5549360247282,2910.0,2880.6099
T000066,2006-12-31,5625.0,5351.1711416650405,5272.715061325343,5440.0,5638.8525
T000066,2007-01-31,2529.0,2939.2341034324577,2809.123263076834,2817.0,3073.355
T000066,2007-02-28,2884.0,2994.742347970008,2851.3721121880753,2918.0,3066.2876
T000066,2007-03-31,3587.0,3301.6813606453925,3192.2076383496396,3203.0,3215.02
T000066,2007-04-30,2482.0,2521.827820843341,2343.365567357285,2506.0,2588.5288
T000066,2007-05-31,2165.0,1901.939350620158,1733.8786033800366,1678.0,2102.2236
T000066,2007-06-30,1698.0,1847.6179956449112,1648.498573029682,1697.0,1893.6674
T000067,2006-07-31,13189.0,14023.726814052548,14555.389529164338,13586.0,12815.216
T000067,2006-08-31,11583.0,13101.240767743235,13321.55443301049,12144.0,11727.74
T000067,2006-09-30,14221.0,15432.48281400285,15613.625331736972,14897.0,14359.16
T000067,2006-10-31,21469.0,21867.87299130518,21993.186792122837,21210.0,18904.441
T000067,2006-11-30,24602.0,24288.472978007543,24429.652809451243,23535.0,23063.932
T000067,2006-12-31,46467.0,44958.86931809531,45035.83722464885,45034.0,42292.617
T000067,2007-01-31,24593.0,24802.686758521642,24906.770495337136,23482.0,23567.164
T000067,2007-02-28,27223.0,26885.972188700816,26972.07030239957,26647.0,24527.906
T000067,2007-03-31,30362.0,28716.79459114598,28795.843622055676,27662.0,25997.305
T000067,2007-04-30,19077.0,21612.47469967467,21683.21081955405,23282.0,18537.791
T000067,2007-05-31,10471.0,10609.354791324378,10703.782595721195,9174.0,11229.924
T000067,2007-06-30,8739.0,11353.664684877433,11437.113474195628,10037.0,10115.916
T000068,2006-07-31,1614.0,1624.5006225030188,1621.2709901323801,1738.0,1571.6565
T000068,2006-08-31,1249.0,1259.1884798311012,1249.840011290217,1287.0,1178.9507
T000068,2006-09-30,1367.0,1278.7509568171563,1265.8108202445628,1388.0,1328.0369
T000068,2006-10-31,1737.0,1748.641425160551,1728.7543245401578,1501.0,1802.2507
T000068,2006-11-30,1543.0,1741.0281328806323,1720.266174219323,1672.0,1772.1802
T000068,2006-12-31,3422.0,3162.5211042946953,3141.8494375560745,3140.0,3450.1204
T000068,2007-01-31,1798.0,1816.4077352179995,1783.406687000046,1615.0,1996.1987
T000068,2007-02-28,2043.0,1989.3078996151696,1962.9857203723773,2006.0,2118.5737
T000068,2007-03-31,2347.0,2071.633970849529,2046.3740753014347,1830.0,2083.1738
T000068,2007-04-30,1328.0,1493.5512544035953,1467.089084700201,1721.0,1511.2692
T000068,2007-05-31,724.0,781.7359982495943,747.3285093701564,684.0,845.20197
T000068,2007-06-30,919.0,985.891522353388,947.5214619979944,989.0,1017.7324
T000069,2006-07-31,7086.0,7357.472723562157,7331.6633874428835,7622.0,7244.965
T000069,2006-08-31,4724.0,5051.427417231736,4986.130771507067,4790.0,5775.2744
T000069,2006-09-30,5489.0,5533.160409163193,5361.972549729884,5175.0,6173.5693
T000069,2006-10-31,7778.0,7684.242603053799,7494.671596412082,7273.0,8002.7866
T000069,2006-11-30,8346.0,8344.891111046389,8138.346095536039,7777.0,8391.512
T000069,2006-12-31,19861.0,19096.494987274807,18910.40624385614,19383.0,19222.098
T000069,2007-01-31,9614.0,8849.786236107775,8611.676566543101,8481.0,8736.375
T000069,2007-02-28,8833.0,9130.293908076814,8935.797700519854,8893.0,9096.693
T000069,2007-03-31,9331.0,7924.832475421368,7543.688300803116,6885.0,8416.674
T000069,2007-04-30,6013.0,6379.528598725081,6275.974018103268,6844.0,6225.5103
T000069,2007-05-31,3538.0,3580.345711016893,3331.7957114637657,3169.0,4080.8074
T000069,2007-06-30,5440.0,5668.157964658196,5423.222810712551,5368.0,5833.4116
T000070,2006-07-31,6202.0,5745.639392564317,5539.7692495769315,5241.0,5428.961
T000070,2006-08-31,5157.0,5487.9541283772,5391.806096996818,5021.0,5246.5034
T000070,2006-09-30,6015.0,5942.360216940041,5795.613024497078,5785.0,5529.5435
T000070,2006-10-31,5731.0,5483.981076208478,5404.057979332372,5386.0,5198.8066
T000070,2006-11-30,7224.0,6852.461037141549,6691.362784908688,6176.0,6831.889
T000070,2006-12-31,14876.0,12111.600581793686,12053.6244506236,13126.0,13243.139
T000070,2007-01-31,5511.0,4834.325481449007,4652.045765995832,4136.0,4931.558
T000070,2007-02-28,5869.0,5581.5292915726295,5389.441316428665,5169.0,5506.8706
T000070,2007-03-31,7751.0,6832.471426046089,6574.138752707271,5987.0,6749.7817
T000070,2007-04-30,6431.0,6231.75422798963,6072.854026958358,6427.0,6544.162
T000070,2007-05-31,4922.0,4744.7791538328875,4486.660745171753,4126.0,4519.287
T000070,2007-06-30,5938.0,5558.278195661543,5350.251159959056,5631.0,5449.506
T000071,2006-07-31,84116.0,88827.6436079103,88110.80668358959,86510.0,84986.45
T000071,2006-08-31,74737.0,76400.74105010941,77014.6414210445,72521.0,75969.39
T000071,2006-09-30,86550.0,87208.91026455014,87214.7027357347,84712.0,81065.93
T000071,2006-10-31,92201.0,93270.00104123281,92673.23350948235,87950.0,91333.29
T000071,2006-11-30,97054.0,97438.79542151824,97271.99533218234,90511.0,96327.11
T000071,2006-12-31,180230.0,172456.58335851342,171875.58077642467,175699.0,187918.75
T000071,2007-01-31,84473.0,89802.96382166758,87965.09378316549,83712.0,89779.0
T000071,2007-02-28,93748.0,93146.25730668988,91284.45182350339,85694.0,93892.06
T000071,2007-03-31,109902.0,108742.73997395819,105509.10712298527,98539.0,110580.8
T000071,2007-04-30,95689.0,98711.40972895276,98704.5889849765,101889.0,98309.96
T000071,2007-05-31,73291.0,72115.04251030878,70349.02606893779,63728.0,72881.83
T000071,2007-06-30,81445.0,82844.20655153226,80711.56608462897,77559.0,85399.56
T000072,2006-07-31,18864.0,19183.20882166175,19136.241964747398,18697.0,19259.15
T000072,2006-08-31,19712.0,20157.85068845338,20476.726508428168,19763.0,19211.664
T000072,2006-09-30,16929.0,18781.895379543905,19048.41572378327,17721.0,18196.812
T000072,2006-10-31,18043.0,18876.485915216173,18982.79449019568,18171.0,18928.188
T000072,2006-11-30,19619.0,19227.533483100415,19362.45005092123,18455.0,19170.928
T000072,2006-12-31,11175.0,12247.93843426127,12389.908996071243,10581.0,12158.301
T000072,2007-01-31,10924.0,11823.701133111479,11863.310528791138,10331.0,11631.455
T000072,2007-02-28,17258.0,18167.795616022602,18486.66471702792,16631.0,17089.117
T000072,2007-03-31,18585.0,18755.995896699023,18975.781449892962,17404.0,17898.992
T000072,2007-04-30,14916.0,16359.148975059337,16395.340347271027,15059.0,16397.223
T000072,2007-05-31,21226.0,21384.021166500832,21664.498975124432,20113.0,20623.549
T000072,2007-06-30,17484.0,17984.29470308823,18040.33393286455,17658.0,17363.895
T000073,2006-07-31,4097.0,3668.5648324771487,3464.7191391765227,3736.0,3962.8506
T000073,2006-08-31,3928.0,3785.52151139762,3556.377401659403,3575.0,4093.3333
T000073,2006-09-30,3780.0,3339.674626830689,3357.92683981541,3969.0,3883.0486
T000073,2006-10-31,3655.0,3863.341969439563,3448.383707501527,3569.0,4164.0723
T000073,2006-11-30,4036.0,4000.6613560928736,3665.8675132925187,4441.0,4200.1484
T000073,2006-12-31,3104.0,3195.2674407409304,3220.4128189222088,2619.0,3349.5354
T000073,2007-01-31,3629.0,3265.139646846728,3330.0987195244,4038.0,3498.4556
T000073,2007-02-28,3427.0,3670.559778792219,3567.5892055308423,3949.0,3712.8599
T000073,2007-03-31,4756.0,3691.5235678928148,3487.103579595884,3370.0,3832.629
T000073,2007-04-30,4106.0,3461.3840302973354,3475.1447372005787,3216.0,3681.8787
T000073,2007-05-31,3196.0,3635.8440603250274,3302.014074201287,2453.0,3713.1816
T000073,2007-06-30,3880.0,3335.0498870090396,3503.706349811441,4208.0,3780.4285
T000074,2006-07-31,1842.0,1788.8731860327994,1746.3953002580733,1617.0,1703.6101
T000074,2006-08-31,1811.0,1877.819404625089,1809.2111789907003,1929.0,1784.323
T000074,2006-09-30,1720.0,1787.7800670676831,1867.2875173989594,2133.0,1674.6605
T000074,2006-10-31,2155.0,1906.1805389761569,1811.3705327714995,1577.0,1769.1959
T000074,2006-11-30,2188.0,2118.9097816264284,1896.1198575971766,2378.0,2010.9545
T000074,2006-12-31,1355.0,1414.4170339497205,1662.1498771600882,1297.0,1411.899
T000074,2007-01-31,1707.0,1495.2389008144926,1635.7612685616318,1287.0,1457.297
T000074,2007-02-28,2020.0,1927.4873486208578,1840.1280166803513,2027.0,1777.5481
T000074,2007-03-31,2265.0,2051.805901518138,1871.4434234416865,2205.0,1812.1211
T000074,2007-04-30,1972.0,1798.7370439735905,1776.934700509583,1427.0,1650.1997
T000074,2007-05-31,2156.0,1839.4502533808354,1769.1577796604824,1722.0,1617.6112
T000074,2007-06-30,2302.0,1769.2847456201812,1812.4081509486196,1792.0,1612.8834
T000075,2006-07-31,4979.0,4600.195933498388,4476.038923146642,4505.0,4428.253
T000075,2006-08-31,5773.0,4701.887036641279,4673.002616119488,4970.0,4598.7437
T000075,2006-09-30,5375.0,4521.188416279641,4291.468482673003,4090.0,4339.3467
T000075,2006-10-31,5634.0,4933.370401270104,4505.217976537622,4193.0,4989.8325
T000075,2006-11-30,5475.0,5024.665939716784,4819.614252536121,4850.0,4942.6494
T000075,2006-12-31,2960.0,3555.8172348318476,3966.8647323994965,2645.0,3147.2837
T000075,2007-01-31,4769.0,3809.233490638005,4233.949816526624,3501.0,3482.088
T000075,2007-02-28,4309.0,5081.547448472767,4504.450950944647,4716.0,4826.808
T000075,2007-03-31,5208.0,5136.9620911353295,4618.036666042019,4648.0,5132.13
T000075,2007-04-30,4422.0,4649.083251563717,4645.24523990306,4271.0,4609.9204
T000075,2007-05-31,5630.0,4984.681073273985,4712.255844585067,4683.0,4910.031
T000075,2007-06-30,4529.0,4657.300058937384,4574.2143879017285,4545.0,4563.285
T000076,2006-07-31,1676.0,1413.6655349431724,1361.3979965717986,1402.0,1455.8983
T000076,2006-08-31,1775.0,1438.709983761126,1345.9833541083622,1462.0,1507.2471
T000076,2006-09-30,1750.0,1575.3267659441458,1286.4094026608645,1481.0,1495.9381
T000076,2006-10-31,1676.0,1460.1935097353394,1318.3661897801646,1263.0,1484.8987
T000076,2006-11-30,1336.0,1426.3424751818957,1345.286248191636,1333.0,1452.9819
T000076,2006-12-31,937.0,1055.5191467868394,1213.4034822288033,959.0,1124.1105
T000076,2007-01-31,1349.0,998.6069189819277,1234.506822637744,944.0,1095.2522
T000076,2007-02-28,1335.0,1451.4042136288163,1399.843003328892,1643.0,1345.7013
T000076,2007-03-31,1895.0,1497.912524226867,1391.195862612404,1439.0,1387.7927
T000076,2007-04-30,1474.0,1400.3945441493595,1298.9093690286277,1193.0,1403.7662
T000076,2007-05-31,1538.0,1799.4491435856037,1542.15679297266,1752.0,1578.3304
T000076,2007-06-30,1421.0,1301.3665428526283,1315.0618822349807,1254.0,1325.2697
