unique_id,ds,y,MetaARIMA,AutoARIMA,SeasonalNaive,Chronos2
T000370,1994-08-31,6480.0,6708.85468173284,6601.717641353866,7020.0,6523.9756
T000370,1994-09-30,6740.0,6420.719974212139,6474.80371955497,6580.0,6518.917
T000370,1994-10-31,6700.0,6391.050325402036,6405.577944028299,6340.0,6503.4004
T000370,1994-11-30,6740.0,6473.115886819717,6463.266090300524,6540.0,6466.862
T000370,1994-12-31,6300.0,6341.962289683125,6411.346758655522,6360.0,6426.1953
T000370,1995-01-31,6200.0,6228.167337829517,6370.965056264963,6220.0,6401.5605
T000370,1995-02-28,6300.0,6345.435866473209,6370.965056264963,6220.0,6401.2627
T000370,1995-03-31,6720.0,6392.642240705678,6474.80371955497,6580.0,6415.215
T000371,1994-04-30,4240.0,4074.6010727719236,4034.4824541580583,4120.0,4068.7532
T000371,1994-05-31,4240.0,4105.071832184758,4138.985406669904,4060.0,4148.0205
T000371,1994-06-30,4220.0,4277.405326995076,4177.323406352414,4160.0,4267.6465
T000371,1994-07-31,4700.0,4683.56632127394,4338.324629124943,4600.0,4406.3047
T000371,1994-08-31,4420.0,4723.776562397996,4362.777859168179,4700.0,4384.4307
T000371,1994-09-30,4220.0,4216.349349221449,4263.033664413948,4520.0,4194.1494
T000371,1994-10-31,4180.0,4010.210814687305,4122.943694838017,4060.0,4066.9336
T000371,1994-11-30,3940.0,3819.629350914121,4043.8438061002453,3840.0,3983.8423
T000371,1994-12-31,3920.0,3832.0633106794344,4061.0741119007344,3980.0,3947.6216
T000371,1995-01-31,3740.0,3816.1921141222924,4065.0716908360187,3940.0,3932.6792
T000371,1995-02-28,4000.0,3991.214446605135,4231.212716934801,4480.0,3921.2349
T000371,1995-03-31,4340.0,3915.0677874515222,4090.3965308787674,4000.0,3947.8193
T000372,1994-04-30,3370.0,3319.250530852012,3347.2646746244736,3430.0,3338.8071
T000372,1994-05-31,3380.0,3412.513149197281,3335.9926066437797,3420.0,3374.353
T000372,1994-06-30,3290.0,3421.7757013469136,3275.831198710933,3250.0,3387.205
T000372,1994-07-31,3390.0,3557.435545724061,3368.0854268767607,3520.0,3396.2078
T000372,1994-08-31,3440.0,3511.9755072195285,3411.512114235204,3640.0,3384.8472
T000372,1994-09-30,3410.0,3293.844741003753,3326.6461301980435,3370.0,3374.082
T000372,1994-10-31,3240.0,3337.8796929848318,3352.5246147682174,3320.0,3364.6902
T000372,1994-11-30,3340.0,3333.6187488017313,3371.129880732388,3460.0,3340.4849
T000372,1994-12-31,3310.0,3165.8121675995626,3286.602784847221,3160.0,3309.2217
T000372,1995-01-31,3260.0,3148.8272580729154,3278.8860345370404,3230.0,3280.0815
T000372,1995-02-28,3150.0,3173.009472311142,3346.766211417393,3400.0,3257.6
T000372,1995-03-31,3340.0,3220.2869994338957,3268.8658803538333,3280.0,3271.5498
T000373,1994-04-30,3570.0,3604.3740752861513,3722.0833718884887,3560.0,3721.8804
T000373,1994-05-31,4090.0,3589.777407278927,3741.630446881441,3550.0,3944.6904
T000373,1994-06-30,3940.0,3800.995088377719,3964.478828635852,3870.0,4124.4473
T000373,1994-07-31,4020.0,4301.22546200917,4473.6001441282415,4450.0,4213.745
T000373,1994-08-31,3880.0,4007.9978370033887,4185.44691846093,4260.0,4094.3948
T000373,1994-09-30,4280.0,3738.300881621938,3928.300289102721,4050.0,3908.7761
T000373,1994-10-31,3690.0,3491.090245488744,3656.957309293897,3530.0,3754.373
T000373,1994-11-30,3600.0,3465.70847374224,3646.6239608609458,3630.0,3564.3582
T000373,1994-12-31,3510.0,3118.634245668435,3292.849955229486,3220.0,3406.75
T000373,1995-01-31,3450.0,3098.077965814427,3276.310148061944,3260.0,3321.6152
T000373,1995-02-28,3560.0,3223.680578422896,3417.683765376374,3510.0,3298.7236
T000373,1995-03-31,3610.0,3456.3928911252833,3641.5631959647885,3700.0,3381.9648
T000374,1994-04-30,4345.0,4229.304382394232,4270.712728860907,4120.0,4326.33
T000374,1994-05-31,4495.0,4369.919682420572,4429.042755793663,4415.0,4411.346
T000374,1994-06-30,4375.0,4482.105667129467,4531.780539844719,4455.0,4491.076
T000374,1994-07-31,4600.0,4549.53594215501,4610.378239357607,4580.0,4514.316
T000374,1994-08-31,4430.0,4489.568995218909,4545.785482341019,4620.0,4489.5728
T000374,1994-09-30,4645.0,4355.305318000149,4428.482195749919,4560.0,4429.407
T000374,1994-10-31,4405.0,4319.948224443286,4386.022360871488,4295.0,4356.4937
T000374,1994-11-30,4265.0,4254.0844635216545,4336.586756275342,4370.0,4272.1304
T000374,1994-12-31,4260.0,4128.051927105603,4202.961882724535,4235.0,4219.1245
T000374,1995-01-31,4165.0,4182.347688463965,4260.5782953432445,4270.0,4194.718
T000374,1995-02-28,4285.0,4087.2819187487885,4163.933713323705,4175.0,4190.736
T000374,1995-03-31,4515.0,4224.4708163176165,4300.253192045723,4320.0,4220.8115
T000375,1994-04-30,4290.0,3686.470655239958,3844.0670461235395,3890.0,3827.97
T000375,1994-05-31,4020.0,3658.7595343959424,3804.1007108835834,3900.0,3855.5293
T000375,1994-06-30,4110.0,3902.1052715429055,3787.013959648154,3850.0,3883.2656
T000375,1994-07-31,4250.0,3952.8421059171387,3900.2587098981453,4070.0,3917.0464
T000375,1994-08-31,3940.0,3920.709489729163,3851.8834660013536,3950.0,3913.3003
T000375,1994-09-30,3800.0,3577.444033398874,3862.7535823747025,3680.0,3870.4822
T000375,1994-10-31,4190.0,4101.2486091386045,4213.011581490655,3960.0,3841.5327
T000375,1994-11-30,4090.0,3458.3081872527946,3829.272815918584,3800.0,3789.326
T000375,1994-12-31,3760.0,3525.366174405094,3912.828858522946,3690.0,3757.341
T000375,1995-01-31,3780.0,3446.674587161209,3805.062380820081,3910.0,3740.6448
T000375,1995-02-28,3950.0,3351.7220624474685,3786.1753500974805,3820.0,3730.1365
T000375,1995-03-31,3990.0,3747.6045549721152,3769.8041480268985,3820.0,3762.2642
T000376,1994-04-30,3220.0,3268.1960912550485,3326.098356305488,3210.0,3248.0957
T000376,1994-05-31,3220.0,3292.335383003048,3266.100144759203,3300.0,3298.1055
T000376,1994-06-30,3300.0,3315.378873322179,3339.9439029464233,3380.0,3359.9165
T000376,1994-07-31,3800.0,3329.9712557331886,3351.2243815919346,3430.0,3389.0068
T000376,1994-08-31,3460.0,3450.3100239466717,3435.381130058301,3840.0,3391.7993
T000376,1994-09-30,3210.0,3315.2741821436057,3300.835263445674,3380.0,3328.8223
T000376,1994-10-31,3340.0,3241.8862498253166,3369.580516620515,3130.0,3291.349
T000376,1994-11-30,3240.0,3253.6281024127475,3243.54973112767,3170.0,3248.8743
T000376,1994-12-31,3190.0,3329.950891351998,3270.3998599570527,3430.0,3214.9072
T000376,1995-01-31,3210.0,3256.563567871686,3232.2481651631792,3180.0,3195.9915
T000376,1995-02-28,3180.0,3227.2086393938193,3222.723421039073,3080.0,3195.7583
T000376,1995-03-31,3450.0,3285.918494476886,3249.594637187435,3280.0,3226.1953
T000377,1994-04-30,2040.0,1959.0660825674272,1813.1306453331142,1090.0,1884.4702
T000377,1994-05-31,2000.0,2354.4522719017955,1913.0653857653833,1670.0,2296.7415
T000377,1994-06-30,2320.0,2998.023737741299,2192.102151094045,2620.0,2697.6204
T000377,1994-07-31,3640.0,3491.064466413792,2406.8432944387864,3310.0,2948.3586
T000377,1994-08-31,2240.0,3505.984803204903,2544.0725336682513,3740.0,2885.5017
T000377,1994-09-30,2190.0,2448.367439844821,2061.033089232841,2330.0,2557.513
T000377,1994-10-31,1850.0,2106.978090456515,1780.6406329680626,1510.0,2203.8293
T000377,1994-11-30,1050.0,2140.459633320033,1942.9121325633027,1990.0,1860.0835
T000377,1994-12-31,1050.0,1688.9109439686056,1660.5546779751085,1160.0,1659.6046
T000377,1995-01-31,760.0,1564.3191228495498,1606.0305577255258,1000.0,1585.4323
T000377,1995-02-28,1050.0,1781.3146177219312,1813.204781668645,1610.0,1617.646
T000377,1995-03-31,1580.0,2267.874570309452,1976.2519760311116,2090.0,1907.8826
T000378,1994-04-30,1425.0,918.0721592368848,1072.4399429798668,690.0,937.3182
T000378,1994-05-31,1050.0,1179.092807312085,1259.2588892642982,930.0,1111.375
T000378,1994-06-30,1010.0,1513.6530925716074,1416.1193194417626,1205.0,1259.6871
T000378,1994-07-31,1505.0,1803.3871183467757,1512.699056034075,2225.0,1336.1938
T000378,1994-08-31,1365.0,1608.8479414819637,1524.789076376254,1990.0,1324.627
T000378,1994-09-30,1075.0,1165.4483079716356,1452.2631789884133,1575.0,1229.3175
T000378,1994-10-31,1445.0,1130.0205514987974,1316.2411105124997,695.0,1113.0498
T000378,1994-11-30,665.0,951.1164923413597,1153.401464949029,1395.0,969.1128
T000378,1994-12-31,765.0,740.6054963575508,1006.0785116007144,795.0,853.636
T000378,1995-01-31,365.0,437.5633823260861,911.3091492133258,595.0,783.22656
T000378,1995-02-28,480.0,489.6903740034632,891.5643376526605,1020.0,783.9247
T000378,1995-03-31,855.0,743.5398112850423,949.4882340482002,955.0,836.69336
T000379,1994-04-30,2060.0,2182.2159800477957,2080.7866532409244,1370.0,1989.699
T000379,1994-05-31,2620.0,2247.8279409476377,2339.127800064545,5850.0,2005.3489
T000379,1994-06-30,2930.0,2277.4870636384244,2339.127800064545,1900.0,2032.8666
T000379,1994-07-31,1190.0,2290.894124587722,2339.127800064545,1240.0,2007.5426
T000379,1994-08-31,880.0,2296.9546303272946,2339.127800064545,2800.0,2014.2554
T000379,1994-09-30,3590.0,2299.694211355403,2339.127800064545,1910.0,2023.3037
T000379,1994-10-31,3510.0,2300.9326070491093,2339.127800064545,2140.0,2018.721
T000379,1994-11-30,700.0,2301.492409397883,2339.127800064545,1220.0,2006.6843
T000379,1994-12-31,3220.0,2301.745461529189,2339.127800064545,2050.0,2020.8867
T000379,1995-01-31,1640.0,2301.8598507976494,2339.127800064545,3790.0,1996.9299
T000379,1995-02-28,400.0,2301.911559134075,2339.127800064545,920.0,1996.9885
T000379,1995-03-31,8340.0,2301.934933285269,2339.127800064545,3470.0,2010.9419
T000380,1994-04-30,1790.0,1709.5520012272866,1925.0270911958974,1470.0,1963.2561
T000380,1994-05-31,2800.0,2491.569746257286,2769.602688518972,2560.0,2755.5674
T000380,1994-06-30,2400.0,3687.982854372456,3981.6278686218875,3600.0,3535.6826
T000380,1994-07-31,3290.0,3917.3136306591423,4243.339371986008,3920.0,3769.0425
T000380,1994-08-31,2450.0,3751.406224860343,4127.859164416463,5040.0,3569.7249
T000380,1994-09-30,1890.0,2732.465941156553,3107.3580259193827,3380.0,3021.3428
T000380,1994-10-31,1660.0,2088.944617540765,2475.8792810131954,2420.0,2388.5833
T000380,1994-11-30,1180.0,1789.3350078482667,2238.3798956757437,2300.0,1805.0094
T000380,1994-12-31,1550.0,1053.8026626341473,1430.5847815795044,970.0,1541.828
T000380,1995-01-31,1220.0,1405.765321754062,1825.2511347919342,1390.0,1397.3226
T000380,1995-02-28,1310.0,802.2046931258474,1230.6970118060935,1140.0,1300.2416
T000380,1995-03-31,1750.0,1997.4196093099617,2439.675992363404,2310.0,1601.909
T000381,1994-04-30,1855.0,1919.9079963721326,2108.070854851475,1765.0,2094.5608
T000381,1994-05-31,1640.0,2432.276295903278,2002.583329467219,1840.0,2254.1313
T000381,1994-06-30,1695.0,2796.365885516597,2061.185164833444,2590.0,2352.5034
T000381,1994-07-31,2910.0,3821.1189342888006,2302.9043014403433,3225.0,2558.8596
T000381,1994-08-31,2380.0,3898.988553362225,2486.9471880097854,4390.0,2459.8276
T000381,1994-09-30,1470.0,2815.5153469980437,1887.1296925181591,3070.0,2187.1675
T000381,1994-10-31,1540.0,2599.0785466284424,2051.526685616126,1810.0,2044.6643
T000381,1994-11-30,1870.0,2426.4808513687767,1861.714581431265,1835.0,1862.4375
T000381,1994-12-31,1375.0,2052.2647238181617,1631.5789796561205,1580.0,1784.616
T000381,1995-01-31,955.0,2574.3763554532047,1873.179131705202,2415.0,1757.4424
T000381,1995-02-28,1315.0,1677.5387641730638,1702.5377494799156,1410.0,1722.9124
T000381,1995-03-31,1500.0,3321.0177269037304,2245.101390114337,2550.0,1964.8577
T000382,1994-04-30,1215.0,1230.4948345191553,1489.8555802609956,860.0,1521.3927
T000382,1994-05-31,1290.0,2078.411839014473,1934.4399356898334,2130.0,1998.768
T000382,1994-06-30,1805.0,2050.133694851962,1849.1230684977465,2370.0,2280.201
T000382,1994-07-31,2210.0,2885.9758239184343,2379.612282845586,3145.0,2460.141
T000382,1994-08-31,1990.0,2683.724126511447,2316.016406572838,3175.0,2366.91
T000382,1994-09-30,1320.0,1439.9140486991491,1596.9191934355363,1900.0,1860.8109
T000382,1994-10-31,1695.0,1820.6853378073122,1811.087759762108,1970.0,1587.472
T000382,1994-11-30,1070.0,918.2443723444355,1378.5652598473882,1360.0,1159.8164
T000382,1994-12-31,1485.0,765.6448536685464,1122.7047963974433,810.0,1027.6235
T000382,1995-01-31,630.0,687.7875468821823,1150.1070327382495,975.0,939.84155
T000382,1995-02-28,935.0,285.48539851012276,1006.4460308384322,1100.0,943.63184
T000382,1995-03-31,1220.0,1543.8059091088762,1668.0445916585281,2110.0,1174.8064
T000383,1994-04-30,616.0,667.8196915062296,589.1397512068479,548.0,652.9093
T000383,1994-05-31,508.0,680.6774619363697,671.9407523871017,656.0,685.5852
T000383,1994-06-30,494.0,776.0949379822566,688.298447848319,862.0,712.0864
T000383,1994-07-31,568.0,751.6678809679701,677.0915900470918,1210.0,702.64404
T000383,1994-08-31,594.0,720.5899405340109,610.1972527979198,870.0,675.7307
T000383,1994-09-30,480.0,712.1806154754101,547.7993634440886,778.0,651.0847
T000383,1994-10-31,746.0,694.4479082866217,665.198911681922,584.0,638.37317
T000383,1994-11-30,278.0,708.1587643604272,597.2233619511072,734.0,600.85657
T000383,1994-12-31,366.0,687.5010745425602,530.5939319243855,508.0,578.1354
T000383,1995-01-31,350.0,685.4901489850688,515.1927912584498,486.0,562.23193
T000383,1995-02-28,218.0,692.4369827291302,523.804821470347,562.0,557.07227
T000383,1995-03-31,240.0,718.5790149765194,595.3345435402988,848.0,575.4917
T000384,1994-04-30,706.0,665.2469273357153,667.8494682499195,556.0,636.0492
T000384,1994-05-31,528.0,716.2727972679143,692.7229224373364,696.0,643.4988
T000384,1994-06-30,562.0,760.3896792837496,694.1442626766174,704.0,644.3723
T000384,1994-07-31,680.0,720.6922223952794,741.4038256327093,970.0,635.63477
T000384,1994-08-31,546.0,766.2864522882575,769.119960298688,1126.0,621.0596
T000384,1994-09-30,562.0,761.3403375174732,745.312511290732,992.0,611.5143
T000384,1994-10-31,842.0,693.5079358511849,684.1948810016506,648.0,599.95667
T000384,1994-11-30,358.0,723.5328527985862,700.1849586935615,738.0,575.18396
T000384,1994-12-31,434.0,704.18711932254,668.9154734293803,562.0,556.3026
T000384,1995-01-31,348.0,684.912150393151,652.9253957374694,472.0,559.6937
T000384,1995-02-28,406.0,706.9123302791938,673.8901642668636,590.0,549.0587
T000384,1995-03-31,550.0,726.2383213431975,714.398361086371,818.0,554.40857
T000385,1994-04-30,2160.0,2246.7821023799493,2609.874197453274,2160.0,2386.047
T000385,1994-05-31,2660.0,2436.150668546758,2356.9718082622967,2980.0,2538.4114
T000385,1994-06-30,2540.0,2551.1071079663197,2606.0134389779723,2800.0,2640.5618
T000385,1994-07-31,2760.0,3004.6045677552406,2744.90394000929,3700.0,2676.7104
T000385,1994-08-31,2240.0,2713.303918126994,2740.8627539529516,3660.0,2612.3896
T000385,1994-09-30,3120.0,2315.9933699618723,2421.7137557337305,2920.0,2516.472
T000385,1994-10-31,1940.0,2297.5508320528947,2319.8036960815866,1640.0,2451.9827
T000385,1994-11-30,1200.0,2466.3403930284303,2726.0979710528895,2700.0,2362.396
T000385,1994-12-31,2880.0,2114.977520166912,2106.51572978033,1880.0,2230.1663
T000385,1995-01-31,1060.0,2125.762301534759,2349.4992030217477,2160.0,2113.0662
T000385,1995-02-28,1940.0,1854.107614716448,2065.1404904032447,1900.0,2033.985
T000385,1995-03-31,2000.0,2323.5468806918625,2406.6026041125956,2680.0,2018.6982
T000386,1994-04-30,3720.0,3458.1300890070856,3079.958469751711,2840.0,3064.9805
T000386,1994-05-31,3720.0,1988.0372805819002,1563.6361134052522,1460.0,3503.2031
T000386,1994-06-30,4580.0,3979.135768450485,3375.3457931651483,3660.0,4199.9326
T000386,1994-07-31,4900.0,4960.389746381022,4403.473861805176,4680.0,4550.3105
T000386,1994-08-31,4900.0,6332.599932657073,5412.461793355852,7040.0,4359.8145
T000386,1994-09-30,1980.0,4550.004605943511,3737.910141977657,4820.0,3892.1147
T000386,1994-10-31,3640.0,4162.411246952736,3468.6137733342894,3920.0,3450.6748
T000386,1994-11-30,2640.0,3088.7074903073953,2473.55629862374,2560.0,2878.99
T000386,1994-12-31,1400.0,2283.3911039877726,1678.5202114451479,2080.0,2452.085
T000386,1995-01-31,1320.0,2439.9666358545505,1760.8974637177628,2240.0,2225.0835
T000386,1995-02-28,2100.0,2306.751957864685,1578.0910118066479,2300.0,2208.689
T000386,1995-03-31,3100.0,3997.793563277159,3242.9637225459546,4060.0,2541.1943
T000387,1994-04-30,710.0,702.9307282638416,709.5649622654175,540.0,642.9175
T000387,1994-05-31,730.0,710.343351296927,709.5649622654175,685.0,657.80884
T000387,1994-06-30,675.0,713.3247535048357,709.5649622654175,745.0,668.4905
T000387,1994-07-31,885.0,744.5146608075343,709.5649622654175,1315.0,672.5453
T000387,1994-08-31,700.0,735.808465892773,709.5649622654175,1155.0,652.5205
T000387,1994-09-30,565.0,721.589893271057,709.5649622654175,890.0,615.5144
T000387,1994-10-31,835.0,718.3326266136922,709.5649622654175,835.0,581.8696
T000387,1994-11-30,635.0,695.290940012138,709.5649622654175,415.0,541.76
T000387,1994-12-31,580.0,705.584751264721,709.5649622654175,585.0,511.93994
T000387,1995-01-31,275.0,701.4581347869281,709.5649622654175,525.0,498.57178
T000387,1995-02-28,435.0,710.0499837576269,709.5649622654175,690.0,494.6532
T000387,1995-03-31,445.0,713.192652950194,709.5649622654175,730.0,508.51538
T000388,1994-04-30,3350.0,4192.391757428204,4538.413562388542,2555.0,4163.989
T000388,1994-05-31,5650.0,5103.464101319095,4675.129220742944,4185.0,5041.0576
T000388,1994-06-30,4800.0,5776.611198754492,4612.988106219358,4355.0,5855.3877
T000388,1994-07-31,6375.0,6608.826775266345,5740.738429509058,7760.0,6270.04
T000388,1994-08-31,5350.0,6450.208760151219,6055.129091131316,8710.0,6138.9766
T000388,1994-09-30,4835.0,6016.041370123599,5398.698455658935,6795.0,5753.659
T000388,1994-10-31,4870.0,4773.585118153678,4129.923395029206,3080.0,4895.4795
T000388,1994-11-30,3510.0,4571.745796644629,3912.960085846006,2445.0,4418.904
T000388,1994-12-31,2075.0,4193.316347018765,4088.6685196639633,2960.0,4112.0806
T000388,1995-01-31,3135.0,4855.8217251099695,3981.1368644220133,2645.0,3959.4705
T000388,1995-02-28,2585.0,3885.0961946240313,4330.974276517683,3670.0,3830.8123
T000388,1995-03-31,4440.0,5575.5333135582205,5291.760634221964,6485.0,4162.0776
T000389,1994-04-30,5294.0,6101.445333306871,6106.104288661042,3794.0,6346.119
T000389,1994-05-31,6864.0,7283.767212586652,6188.767297988875,4852.0,7488.745
T000389,1994-06-30,5772.0,8117.51947078576,6305.619219786095,6750.0,7859.4277
T000389,1994-07-31,7396.0,8631.96565235094,6901.043923197978,11392.0,7844.493
T000389,1994-08-31,5580.0,8318.039672990511,7104.274252976997,11244.0,7570.499
T000389,1994-09-30,6668.0,7798.021584397702,7047.9818694218475,8824.0,7118.217
T000389,1994-10-31,6456.0,6660.893119020833,5987.942171007956,5886.0,6399.3135
T000389,1994-11-30,5388.0,6207.25401285228,5820.735894546834,3886.0,5790.491
T000389,1994-12-31,3364.0,5001.97694132781,4722.460851613224,2732.0,5507.259
T000389,1995-01-31,7936.0,5693.4743821226,5119.971785414944,2934.0,5535.038
T000389,1995-02-28,3398.0,5811.778837181968,5582.616811889389,4564.0,5700.421
T000389,1995-03-31,6820.0,8126.657374525668,6415.7740706498025,8402.0,6522.309
T000390,1994-04-30,2730.0,3085.8618371812436,3085.8618371812436,2240.0,3086.4434
T000390,1994-05-31,2920.0,3498.9293555913578,3498.9293555913578,3550.0,3265.1108
T000390,1994-06-30,2610.0,3544.8200657806956,3544.8200657806956,3750.0,3279.4797
T000390,1994-07-31,3790.0,3516.426801919068,3516.426801919068,3640.0,3255.9006
T000390,1994-08-31,3470.0,3863.747819519108,3863.747819519108,4950.0,3244.8394
T000390,1994-09-30,3880.0,3617.1254880927136,3617.1254880927136,4020.0,3181.7068
T000390,1994-10-31,3970.0,3450.051495386907,3450.051495386907,3390.0,3149.1296
T000390,1994-11-30,2900.0,3458.0074612990215,3458.0074612990215,3420.0,3144.262
T000390,1994-12-31,1930.0,3298.8903173855897,3298.8903173855897,2820.0,3106.9194
T000390,1995-01-31,1870.0,3203.4200394732475,3203.4200394732475,2460.0,3070.712
T000390,1995-02-28,2420.0,3558.781634161538,3558.781634161538,3800.0,3090.8105
T000390,1995-03-31,3970.0,3545.521873175798,3545.521873175798,3750.0,3146.6895
T000391,1994-04-30,2580.0,2748.8632276628623,2699.2397952570573,1760.0,2736.734
T000391,1994-05-31,3480.0,2724.846739547729,2916.4712757107923,2280.0,3186.2136
T000391,1994-06-30,3640.0,3084.718341849266,3449.3157083053584,3880.0,3501.1338
T000391,1994-07-31,4900.0,3170.187847395881,3509.6241563864987,4260.0,3540.0498
T000391,1994-08-31,4420.0,3278.149328086342,3290.6816123401727,4740.0,3343.0286
T000391,1994-09-30,3440.0,2999.248836302651,2980.932915575878,3500.0,3031.7957
T000391,1994-10-31,3320.0,2594.3932837134216,2594.002333206443,1700.0,2681.6855
T000391,1994-11-30,2080.0,2877.792170525882,2784.233570468464,2960.0,2385.6868
T000391,1994-12-31,1740.0,2540.412543368191,2082.9317294037355,1460.0,2236.2373
T000391,1995-01-31,1540.0,2679.8627892600366,2337.917986577706,2080.0,2175.469
T000391,1995-02-28,3200.0,2792.322664979267,2423.412534993223,2580.0,2240.463
T000391,1995-03-31,4740.0,3111.708712021881,2969.1638683528104,4000.0,2478.7808
T000392,1994-04-30,3680.0,2416.9846729773863,2598.8325242846668,1660.0,2574.9634
T000392,1994-05-31,3300.0,3322.086861227697,2836.6075019926607,2160.0,3053.9282
T000392,1994-06-30,3480.0,3841.1393593742646,3224.769297761579,3880.0,3373.6497
T000392,1994-07-31,3360.0,4254.107003032122,3031.840723479723,4230.0,3420.436
T000392,1994-08-31,3540.0,3767.245000672691,3154.6898585897184,4240.0,3308.9878
T000392,1994-09-30,3500.0,3330.9459085088192,3292.6158657427018,3520.0,3047.276
T000392,1994-10-31,3850.0,3250.7585755527803,3222.8277849669284,1860.0,2856.8303
T000392,1994-11-30,3050.0,3136.0231560289535,3052.644288085272,2760.0,2677.957
T000392,1994-12-31,2400.0,3263.9581797372807,3026.6705445499656,2810.0,2688.4126
T000392,1995-01-31,2130.0,2822.6026095797442,2884.6087033855224,1780.0,2495.6792
T000392,1995-02-28,2880.0,2884.8930115396624,3204.238113044923,3250.0,2454.9722
T000392,1995-03-31,3960.0,3665.235521983551,2972.1556428893164,4130.0,2597.2874
T000393,1994-04-30,4760.0,4842.522806180536,4440.335944164639,2680.0,4272.982
T000393,1994-05-31,4770.0,4342.832365444046,3861.438150947521,2720.0,4746.1177
T000393,1994-06-30,4840.0,5474.682367948954,4387.62946627673,4280.0,5209.557
T000393,1994-07-31,8140.0,6191.616050635348,4847.525459500531,6610.0,5422.531
T000393,1994-08-31,4690.0,5776.967826953927,5017.790202373728,6890.0,5268.1343
T000393,1994-09-30,3730.0,4614.0769572287145,4219.503913657052,5550.0,4766.1606
T000393,1994-10-31,5290.0,4787.623493514237,4344.285119197441,3640.0,4217.927
T000393,1994-11-30,3000.0,3749.5625758270776,3698.7130726986343,2330.0,3609.0022
T000393,1994-12-31,3150.0,3700.534516975335,3308.150796397824,2390.0,3204.4153
T000393,1995-01-31,3080.0,3285.1537045168584,3470.777027130971,2670.0,3011.8655
T000393,1995-02-28,3810.0,3392.331989894972,3564.5284256365717,3610.0,3082.5557
T000393,1995-03-31,4740.0,4666.982837009758,4105.191834651485,5500.0,3405.0269
T000394,1994-04-30,2400.0,2611.3773180806147,2553.5805757014177,1444.0,2487.1138
T000394,1994-05-31,3206.0,3398.6194346220054,3340.9753300420007,2256.0,3483.8481
T000394,1994-06-30,2686.0,3948.1781175004135,3123.1453347976503,3484.0,4257.335
T000394,1994-07-31,4706.0,4856.945077894711,4089.3074668495433,5696.0,4798.5312
T000394,1994-08-31,3116.0,4335.878214644106,3845.7843337167496,5416.0,4460.391
T000394,1994-09-30,2888.0,3898.0323672673267,3978.2295560678663,4554.0,3884.2314
T000394,1994-10-31,2968.0,2934.028243952121,2708.497082036035,2416.0,3100.3674
T000394,1994-11-30,2340.0,2787.5822358566907,2494.1291023081735,2160.0,2492.1416
T000394,1994-12-31,1356.0,2031.530475079566,1813.4189601556923,1298.0,2072.1929
T000394,1995-01-31,4324.0,2610.725265380704,2494.958455544222,1560.0,2281.3455
T000394,1995-02-28,2038.0,2415.3264937700214,2427.4734537564036,2108.0,2169.0884
T000394,1995-03-31,3694.0,3614.2973916123883,3127.914402822362,3782.0,3248.1042
T000395,1994-04-30,1936.0,1974.0344009665496,1782.4915014191024,874.0,2199.8428
T000395,1994-05-31,2428.0,2799.342401010478,2428.22009314246,2262.0,2839.3384
T000395,1994-06-30,1872.0,3119.441513947996,2048.2988204068583,2684.0,3264.747
T000395,1994-07-31,2804.0,3704.9304772898336,2922.8395219347467,4090.0,3425.0854
T000395,1994-08-31,2234.0,3114.2006953869195,2770.644659820413,3822.0,3128.483
T000395,1994-09-30,2230.0,2935.738413766264,3198.5686979860757,3566.0,2831.9856
T000395,1994-10-31,2378.0,2313.334281235023,2134.9456101952333,1710.0,2363.6343
T000395,1994-11-30,1824.0,2205.577483219233,1828.5046046820426,1490.0,2108.168
T000395,1994-12-31,1426.0,1879.7826859902198,1749.0712249501498,1330.0,2044.446
T000395,1995-01-31,3790.0,2330.5605047123536,1975.8802124094316,1604.0,2097.7102
T000395,1995-02-28,1846.0,2032.5546133160472,1991.0809406216988,1678.0,2043.0298
T000395,1995-03-31,2972.0,3040.615199016427,2424.6642874279482,3266.0,2585.7837
T000396,1994-04-30,2640.0,2365.902709212945,2378.8027734578795,2050.0,2483.1167
T000396,1994-05-31,3090.0,2285.485742764296,2681.652602141015,2390.0,2588.222
T000396,1994-06-30,2150.0,2818.3132806187127,2749.8018040134148,2690.0,2629.6367
T000396,1994-07-31,1780.0,2865.0067265141756,2695.6928331840895,2810.0,2639.9912
T000396,1994-08-31,2020.0,2929.381563509839,2765.616241871863,3320.0,2638.0327
T000396,1994-09-30,2360.0,2665.1118277807973,2487.1573398304477,2570.0,2538.1187
T000396,1994-10-31,2290.0,2414.8030474378897,2453.989547972616,1810.0,2526.6714
T000396,1994-11-30,2250.0,2543.325345009704,2444.967849924267,2180.0,2447.1724
T000396,1994-12-31,2040.0,2356.784143215609,2385.60248041303,1710.0,2487.0981
T000396,1995-01-31,1860.0,2738.4328531188135,2611.177621506096,2710.0,2521.6296
T000396,1995-02-28,2030.0,2736.820640487391,2650.889941691299,2700.0,2532.1343
T000396,1995-03-31,2020.0,3096.9271392268333,2818.4403498502907,3660.0,2581.8267
T000397,1994-04-30,3310.0,2408.1758965934714,2670.6153544083645,1430.0,2997.831
T000397,1994-05-31,2820.0,3353.9376800524224,3183.0677845498813,2730.0,3408.146
T000397,1994-06-30,2280.0,3750.7663462940063,2923.2419494618307,3226.0,3851.2275
